Primary_Key,Port_Code,Date,Measure_Code,Value
1014130,2404,2014-06-01,15,23517
1014131,2506,2014-06-01,13,284483
1014132,2305,2014-06-01,15,375751
1014133,2504,2014-06-01,21,0
1014134,2404,2014-06-01,20,0
1014135,2310,2014-06-01,21,379
1014136,2305,2014-06-01,16,0
1014137,2305,2014-06-01,12,2040
1014138,2309,2014-06-01,20,499
1014139,2505,2014-06-01,20,1675
1014140,2309,2014-06-01,14,218353
1014141,2301,2014-06-01,13,177608
1014142,2309,2014-06-01,16,0
1014143,2507,2014-06-01,14,513670
1014144,2606,2014-06-01,19,0
1014145,2408,2014-06-01,19,0
1014146,2505,2014-06-01,13,56418
1014147,2408,2014-06-01,12,7
1014148,2604,2014-06-01,19,68
1014149,2305,2014-06-01,21,32499
1014150,2309,2014-06-01,11,0
1014151,2507,2014-06-01,17,37
1014152,2403,2014-06-01,19,0
1014153,2504,2014-06-01,14,1590749
1014154,2503,2014-06-01,14,578083
1014155,2302,2014-06-01,11,0
1014156,2502,2014-06-01,22,0
1014157,2606,2014-06-01,21,21
1014158,2603,2014-06-01,14,42037
1014159,2304,2014-06-01,11,78870
1014160,2309,2014-06-01,21,2476
1014161,2604,2014-06-01,12,788
1014162,2402,2014-06-01,20,28191
1014163,2305,2014-06-01,17,0
1014164,2602,2014-06-01,12,41
1014165,2304,2014-06-01,22,162734
1014166,2406,2014-06-01,19,0
1014167,2601,2014-06-01,21,1491
1014168,2507,2014-06-01,20,11799
1014169,2604,2014-06-01,20,4707
1014170,2408,2014-06-01,18,0
1014171,2302,2014-06-01,20,885
1014172,2606,2014-06-01,13,129
1014173,2303,2014-06-01,19,233
1014174,2310,2014-06-01,19,0
1014175,2503,2014-06-01,19,0
1014176,2603,2014-06-01,22,348
1014177,2507,2014-06-01,22,25728
1014178,2309,2014-06-01,17,0
1014179,2603,2014-06-01,12,1
1014180,2404,2014-06-01,16,0
1014181,2406,2014-06-01,14,51529
1014182,2507,2014-06-01,12,232
1014183,2403,2014-06-01,11,1057
1014184,2608,2014-06-01,12,2
1014185,2302,2014-06-01,13,7786
1014186,2505,2014-06-01,17,0
1014187,2608,2014-06-01,15,254089
1014188,2301,2014-06-01,14,687106
1014189,2403,2014-06-01,12,54
1014190,2505,2014-06-01,14,138933
1014191,2608,2014-06-01,16,0
1014192,2303,2014-06-01,16,12099
1014193,2303,2014-06-01,17,11179
1014194,2506,2014-06-01,19,18
1014195,2507,2014-06-01,13,20041
1014196,2606,2014-06-01,16,0
1014197,2505,2014-06-01,18,0
1014198,2506,2014-06-01,16,194
1014199,2503,2014-06-01,20,0
1014200,2402,2014-06-01,21,34828
1014201,2503,2014-06-01,16,0
1014202,2601,2014-06-01,19,0
1014203,2402,2014-06-01,14,1531544
1014204,2602,2014-06-01,21,0
1014205,2304,2014-06-01,16,11603
1014206,2303,2014-06-01,18,0
1014207,2408,2014-06-01,22,7104
1014208,2304,2014-06-01,20,35885
1014209,2307,2014-06-01,12,0
1014210,2305,2014-06-01,18,0
1014211,2406,2014-06-01,22,650
1014212,2507,2014-06-01,15,272086
1014213,2302,2014-06-01,19,0
1014214,2603,2014-06-01,17,0
1014215,2602,2014-06-01,16,0
1014216,2506,2014-06-01,14,997959
1014217,2406,2014-06-01,21,581
1014218,2302,2014-06-01,22,5693
1014219,2309,2014-06-01,19,0
1014220,2505,2014-06-01,19,0
1014221,2307,2014-06-01,21,2917
1014222,2301,2014-06-01,21,12032
1014223,2310,2014-06-01,13,20578
1014224,2310,2014-06-01,16,0
1014225,2504,2014-06-01,15,908608
1014226,2301,2014-06-01,11,4098
1014227,2608,2014-06-01,14,448160
1014228,2602,2014-06-01,18,0
1014229,2301,2014-06-01,12,644
1014230,2302,2014-06-01,18,0
1014231,2307,2014-06-01,13,4794
1014232,2506,2014-06-01,22,68010
1014233,2502,2014-06-01,16,0
1014234,2307,2014-06-01,18,0
1014235,2503,2014-06-01,18,0
1014236,2303,2014-06-01,20,4035
1014237,2603,2014-06-01,13,4233
1014238,2408,2014-06-01,16,0
1014239,2404,2014-06-01,17,0
1014240,2406,2014-06-01,12,128
1014241,2502,2014-06-01,12,0
1014242,2406,2014-06-01,15,29119
1014243,2604,2014-06-01,18,272
1014244,2408,2014-06-01,14,84495
1014245,2602,2014-06-01,20,0
1014246,2303,2014-06-01,22,12039
1014247,2506,2014-05-01,20,16294
1014248,2307,2014-05-01,14,59224
1014249,2305,2014-05-01,18,0
1014250,2606,2014-05-01,21,19
1014251,2307,2014-05-01,16,0
1014252,2604,2014-05-01,12,804
1014253,2309,2014-05-01,18,0
1014254,2505,2014-05-01,21,1256
1014255,2502,2014-05-01,22,0
1014256,2302,2014-05-01,19,0
1014257,2506,2014-05-01,21,53138
1014258,2307,2014-05-01,19,0
1014259,2503,2014-05-01,18,0
1014260,2602,2014-05-01,18,0
1014261,2303,2014-05-01,20,4159
1014262,2402,2014-05-01,11,24774
1014263,2309,2014-05-01,17,0
1014264,2403,2014-05-01,21,339
1014265,2506,2014-05-01,11,15074
1014266,2408,2014-05-01,21,5309
1014267,2304,2014-05-01,16,13905
1014268,2404,2014-05-01,19,0
1014269,2507,2014-05-01,17,55
1014270,2506,2014-05-01,14,1040561
1014271,2504,2014-05-01,18,0
1014272,2502,2014-05-01,20,0
1014273,2602,2014-05-01,17,0
1014274,2301,2014-05-01,22,18094
1014275,2505,2014-05-01,11,460
1014276,2601,2014-05-01,16,0
1014277,2301,2014-05-01,19,62
1014278,2307,2014-05-01,17,0
1014279,2601,2014-05-01,17,0
1014280,2608,2014-05-01,19,0
1014281,2301,2014-05-01,17,1209
1014282,2502,2014-05-01,16,0
1014283,2602,2014-05-01,19,0
1014284,2608,2014-05-01,17,0
1014285,2408,2014-05-01,22,7728
1014286,2309,2014-05-01,20,619
1014287,2304,2014-05-01,14,844502
1014288,2303,2014-05-01,21,7421
1014289,2402,2014-05-01,12,1821
1014290,2403,2014-05-01,22,898
1014291,2504,2014-05-01,19,0
1014292,2603,2014-05-01,13,6817
1014293,2608,2014-05-01,20,1001
1014294,2602,2014-05-01,21,0
1014295,2601,2014-05-01,18,0
1014296,2302,2014-05-01,11,0
1014297,2310,2014-05-01,16,0
1014298,2304,2014-05-01,15,450040
1014299,2402,2014-05-01,18,645
1014300,2507,2014-05-01,14,545620
1014301,2504,2014-05-01,13,704992
1014302,2502,2014-05-01,19,0
1014303,2604,2014-05-01,11,13816
1014304,2502,2014-05-01,15,38003
1014305,2403,2014-05-01,14,107276
1014306,2503,2014-05-01,17,0
1014307,2303,2014-05-01,11,1780
1014308,2602,2014-05-01,15,30743
1014309,2302,2014-05-01,20,916
1014310,2608,2014-05-01,11,2
1014311,2307,2014-05-01,15,29498
1014312,2506,2014-05-01,17,0
1014313,2408,2014-05-01,18,0
1014314,2403,2014-05-01,15,52883
1014315,2309,2014-05-01,13,58144
1014316,2503,2014-05-01,12,0
1014317,2505,2014-05-01,12,23
1014318,2507,2014-05-01,12,226
1014319,2307,2014-05-01,11,0
1014320,2606,2014-05-01,17,0
1014321,2309,2014-05-01,16,0
1014322,2606,2014-05-01,19,0
1014323,2307,2014-05-01,20,185
1014324,2608,2014-05-01,13,170204
1014325,2404,2014-05-01,11,0
1014326,2403,2014-05-01,19,0
1014327,2505,2014-05-01,19,0
1014328,2303,2014-05-01,12,72
1014329,2503,2014-05-01,19,0
1014330,2604,2014-05-01,17,4449
1014331,2310,2014-05-01,22,708
1014332,2603,2014-05-01,18,0
1014333,2608,2014-05-01,22,2949
1014334,2408,2014-05-01,11,199
1014335,2505,2014-05-01,13,66924
1014336,2601,2014-05-01,19,0
1014337,2604,2014-05-01,19,74
1014338,2307,2014-05-01,21,4024
1014339,2507,2014-05-01,19,21
1014340,2406,2014-05-01,15,29916
1014341,2506,2014-05-01,18,36
1014342,2604,2014-05-01,18,296
1014343,2603,2014-05-01,12,1
1014344,2603,2014-05-01,14,45058
1014345,2305,2014-05-01,13,193986
1014346,2403,2014-05-01,18,0
1014347,2302,2014-05-01,18,0
1014348,2403,2014-05-01,20,559
1014349,2309,2014-05-01,11,0
1014350,2505,2014-05-01,16,0
1014351,2504,2014-05-01,22,0
1014352,2602,2014-05-01,22,2
1014353,2304,2014-05-01,18,0
1014354,2304,2014-05-01,11,79792
1014355,2505,2014-05-01,18,0
1014356,2507,2014-05-01,13,26173
1014357,2603,2014-05-01,21,314
1014358,2603,2014-05-01,22,325
1014359,2305,2014-05-01,22,45822
1014360,2404,2014-05-01,17,0
1014361,2506,2014-05-01,16,245
1014362,2404,2014-05-01,21,0
1014363,2504,2014-05-01,14,1650479
1014364,2504,2014-05-01,16,0
1014365,2606,2014-05-01,22,0
1014366,2305,2014-05-01,14,722206
1014367,2603,2014-05-01,16,0
1014368,2406,2014-05-01,13,25989
1014369,2402,2014-05-01,14,1618293
1014370,2505,2014-05-01,17,0
1014371,2602,2014-05-01,12,39
1014372,2310,2014-05-01,21,408
1014373,2302,2014-05-01,16,0
1014374,2506,2014-05-01,22,69432
1014375,2305,2014-05-01,11,52087
1014376,2310,2014-05-01,13,21405
1014377,2601,2014-05-01,21,1556
1014378,2606,2014-05-01,13,204
1014379,2608,2014-05-01,21,1484
1014380,2608,2014-05-01,14,474633
1014381,2302,2014-05-01,13,9568
1014382,2406,2014-05-01,16,0
1014383,2304,2014-05-01,21,128866
1014384,2608,2014-05-01,15,255709
1014385,2408,2014-05-01,14,84761
1014386,2606,2014-05-01,12,0
1014387,2602,2014-05-01,20,0
1014388,2310,2014-05-01,15,60922
1014389,2310,2014-05-01,20,297
1014390,2603,2014-05-01,19,0
1014391,2301,2014-05-01,18,0
1014392,2403,2014-05-01,11,919
1014393,2505,2014-05-01,20,677
1014394,2502,2014-05-01,13,44522
1014395,2606,2014-05-01,18,0
1014396,2301,2014-05-01,15,373458
1014397,2404,2014-05-01,20,0
1014398,2602,2014-05-01,14,63000
1014399,2305,2014-05-01,12,2077
1014400,2402,2014-05-01,13,577887
1014401,2303,2014-05-01,18,0
1014402,2309,2014-05-01,12,0
1014403,2402,2014-05-01,19,118
1014404,2604,2014-05-01,20,4534
1014405,2507,2014-05-01,20,12957
1014406,2305,2014-05-01,20,10442
1014407,2502,2014-05-01,11,0
1014408,2302,2014-05-01,22,5995
1014409,2602,2014-05-01,16,0
1014410,2503,2014-05-01,21,0
1014411,2303,2014-05-01,22,11668
1014412,2301,2014-05-01,21,11391
1014413,2604,2014-05-01,15,276331
1014414,2502,2014-05-01,14,76322
1014415,2303,2014-05-01,14,435338
1014416,2601,2014-05-01,13,74143
1014417,2601,2014-05-01,20,1305
1014418,2608,2014-05-01,16,0
1014419,2404,2014-05-01,14,52191
1014420,2307,2014-05-01,12,0
1014421,2608,2014-05-01,12,2
1014422,2406,2014-05-01,12,124
1014423,2309,2014-05-01,19,0
1014424,2606,2014-05-01,20,24
1014425,2404,2014-05-01,12,0
1014426,2309,2014-05-01,14,226935
1014427,2403,2014-05-01,17,0
1014428,2507,2014-05-01,21,15185
1014429,2406,2014-05-01,20,81
1014430,2310,2014-05-01,14,115168
1014431,2307,2014-05-01,18,0
1014432,2403,2014-05-01,16,0
1014433,2302,2014-05-01,17,0
1014434,2505,2014-05-01,15,68404
1014435,2406,2014-05-01,22,488
1014436,2606,2014-05-01,11,0
1014437,2302,2014-05-01,12,0
1014438,2301,2014-05-01,16,4901
1014439,2603,2014-05-01,17,0
1014440,2505,2014-05-01,22,4412
1014441,2303,2014-05-01,17,11042
1014442,2503,2014-05-01,15,352894
1014443,2310,2014-05-01,12,32
1014444,2406,2014-05-01,17,0
1014445,2406,2014-05-01,11,1488
1014446,2604,2014-05-01,13,250170
1014447,2504,2014-05-01,21,0
1014448,2601,2014-05-01,14,247646
1014449,2307,2014-05-01,22,3237
1014450,2603,2014-05-01,11,33
1014451,2601,2014-05-01,22,3126
1014452,2402,2014-05-01,15,1020558
1014453,2404,2014-05-01,15,25292
1014454,2604,2014-05-01,22,35664
1014455,2402,2014-05-01,22,64500
1014456,2506,2014-05-01,19,18
1014457,2503,2014-05-01,14,611859
1014458,2402,2014-05-01,17,3783
1014459,2304,2014-05-01,13,272303
1014460,2507,2014-05-01,18,21
1014461,2304,2014-05-01,19,335
1014462,2602,2014-05-01,11,211
1014463,2310,2014-05-01,11,491
1014464,2507,2014-05-01,11,9040
1014465,2305,2014-05-01,17,0
1014466,2408,2014-05-01,20,2637
1014467,2503,2014-05-01,20,0
1014468,2502,2014-05-01,18,0
1014469,2304,2014-05-01,22,167588
1014470,2301,2014-05-01,12,704
1014471,2305,2014-05-01,15,374288
1014472,2408,2014-05-01,16,0
1014473,2303,2014-05-01,19,230
1014474,2304,2014-05-01,17,23114
1014475,2503,2014-05-01,16,0
1014476,2404,2014-05-01,16,0
1014477,2404,2014-05-01,13,5587
1014478,2403,2014-05-01,13,7073
1014479,2502,2014-05-01,12,0
1014480,2404,2014-05-01,18,0
1014481,2408,2014-05-01,13,10629
1014482,2507,2014-05-01,16,406
1014483,2305,2014-05-01,19,0
1014484,2404,2014-05-01,22,0
1014485,2302,2014-05-01,21,4511
1014486,2602,2014-05-01,13,3464
1014487,2408,2014-05-01,12,12
1014488,2406,2014-05-01,18,0
1014489,2402,2014-05-01,16,5257
1014490,2408,2014-05-01,17,0
1014491,2504,2014-05-01,15,943182
1014492,2310,2014-05-01,17,0
1014493,2406,2014-05-01,21,371
1014494,2608,2014-05-01,18,0
1014495,2310,2014-05-01,18,0
1014496,2506,2014-05-01,12,3326
1014497,2301,2014-05-01,20,6525
1014498,2604,2014-05-01,14,569588
1014499,2504,2014-05-01,20,0
1014500,2503,2014-05-01,22,0
1014501,2604,2014-05-01,16,2895
1014502,2601,2014-05-01,11,952
1014503,2402,2014-05-01,21,39812
1014504,2606,2014-05-01,15,1642
1014505,2305,2014-05-01,21,31444
1014506,2307,2014-05-01,13,4034
1014507,2604,2014-05-01,21,31413
1014508,2406,2014-05-01,19,0
1014509,2303,2014-05-01,15,208657
1014510,2303,2014-05-01,13,71549
1014511,2406,2014-05-01,14,51251
1014512,2504,2014-05-01,11,43398
1014513,2506,2014-05-01,15,614706
1014514,2606,2014-05-01,14,2916
1014515,2606,2014-05-01,16,0
1014516,2603,2014-05-01,20,270
1014517,2503,2014-05-01,11,0
1014518,2408,2014-05-01,15,38168
1014519,2505,2014-05-01,14,134164
1014520,2502,2014-05-01,21,0
1014521,2601,2014-05-01,12,167
1014522,2302,2014-05-01,14,240559
1014523,2504,2014-05-01,17,0
1014524,2506,2014-05-01,13,293220
1014525,2502,2014-05-01,17,0
1014526,2403,2014-05-01,12,53
1014527,2603,2014-05-01,15,26615
1014528,2309,2014-05-01,21,3595
1014529,2301,2014-05-01,11,4280
1014530,2504,2014-05-01,12,5046
1014531,2503,2014-05-01,13,394166
1014532,2507,2014-05-01,15,288164
1014533,2309,2014-05-01,22,4218
1014534,2305,2014-05-01,16,0
1014535,2301,2014-05-01,14,733225
1014536,2301,2014-05-01,13,193341
1014537,2408,2014-05-01,19,0
1014538,2303,2014-05-01,16,10829
1014539,2304,2014-05-01,20,34580
1014540,2402,2014-05-01,20,30587
1014541,2507,2014-05-01,22,27423
1014542,2310,2014-05-01,19,0
1014543,2601,2014-05-01,15,133823
1014544,2304,2014-05-01,12,3176
1014545,2309,2014-05-01,15,100886
1014546,2302,2014-05-01,15,114828
1014547,2608,2014-04-01,11,0
1014548,2305,2014-04-01,16,0
1014549,2304,2014-04-01,17,20736
1014550,2310,2014-04-01,22,663
1014551,2302,2014-04-01,21,4393
1014552,2502,2014-04-01,12,0
1014553,2301,2014-04-01,11,4350
1014554,2404,2014-04-01,21,0
1014555,2502,2014-04-01,18,0
1014556,2301,2014-04-01,15,362643
1014557,2404,2014-04-01,15,24125
1014558,2402,2014-04-01,15,965486
1014559,2403,2014-04-01,16,0
1014560,2601,2014-04-01,12,180
1014561,2302,2014-04-01,19,0
1014562,2503,2014-04-01,22,0
1014563,2408,2014-04-01,18,0
1014564,2504,2014-04-01,20,0
1014565,2602,2014-04-01,11,238
1014566,2507,2014-04-01,15,276651
1014567,2305,2014-04-01,20,10626
1014568,2503,2014-04-01,17,0
1014569,2309,2014-04-01,20,394
1014570,2601,2014-04-01,19,0
1014571,2603,2014-04-01,21,283
1014572,2406,2014-04-01,15,27891
1014573,2404,2014-04-01,16,0
1014574,2309,2014-04-01,17,0
1014575,2301,2014-04-01,12,627
1014576,2502,2014-04-01,15,37175
1014577,2602,2014-04-01,13,4098
1014578,2309,2014-04-01,12,0
1014579,2402,2014-04-01,21,35990
1014580,2606,2014-04-01,15,1405
1014581,2507,2014-04-01,18,21
1014582,2309,2014-04-01,15,102752
1014583,2604,2014-04-01,17,2573
1014584,2408,2014-04-01,11,458
1014585,2303,2014-04-01,18,0
1014586,2507,2014-04-01,19,22
1014587,2608,2014-04-01,15,249702
1014588,2310,2014-04-01,18,0
1014589,2408,2014-04-01,15,39734
1014590,2403,2014-04-01,15,52123
1014591,2601,2014-04-01,22,2680
1014592,2408,2014-04-01,14,95009
1014593,2404,2014-04-01,11,0
1014594,2404,2014-04-01,18,0
1014595,2601,2014-04-01,18,0
1014596,2505,2014-04-01,21,2761
1014597,2503,2014-04-01,15,330920
1014598,2504,2014-04-01,18,0
1014599,2505,2014-04-01,17,0
1014600,2309,2014-04-01,19,0
1014601,2507,2014-04-01,21,14647
1014602,2601,2014-04-01,13,74067
1014603,2310,2014-04-01,17,0
1014604,2604,2014-04-01,19,62
1014605,2505,2014-04-01,16,0
1014606,2301,2014-04-01,17,1024
1014607,2302,2014-04-01,12,0
1014608,2303,2014-04-01,16,11090
1014609,2603,2014-04-01,22,303
1014610,2604,2014-04-01,15,275243
1014611,2506,2014-04-01,18,16
1014612,2603,2014-04-01,14,44835
1014613,2601,2014-04-01,11,1070
1014614,2608,2014-04-01,14,464315
1014615,2604,2014-04-01,12,788
1014616,2406,2014-04-01,21,413
1014617,2601,2014-04-01,21,1493
1014618,2403,2014-04-01,21,340
1014619,2403,2014-04-01,12,35
1014620,2506,2014-04-01,14,1028760
1014621,2303,2014-04-01,15,199559
1014622,2506,2014-04-01,19,8
1014623,2504,2014-04-01,13,699829
1014624,2304,2014-04-01,14,872337
1014625,2406,2014-04-01,17,0
1014626,2305,2014-04-01,18,0
1014627,2606,2014-04-01,17,0
1014628,2502,2014-04-01,11,0
1014629,2304,2014-04-01,20,35231
1014630,2603,2014-04-01,19,0
1014631,2406,2014-04-01,18,0
1014632,2406,2014-04-01,12,129
1014633,2403,2014-04-01,19,0
1014634,2506,2014-04-01,17,0
1014635,2507,2014-04-01,17,38
1014636,2604,2014-04-01,13,250120
1014637,2402,2014-04-01,18,525
1014638,2302,2014-04-01,17,0
1014639,2505,2014-04-01,20,1543
1014640,2307,2014-04-01,19,0
1014641,2506,2014-04-01,16,316
1014642,2506,2014-04-01,22,69215
1014643,2307,2014-04-01,22,3131
1014644,2502,2014-04-01,22,0
1014645,2302,2014-04-01,20,953
1014646,2301,2014-04-01,20,6532
1014647,2403,2014-04-01,17,0
1014648,2506,2014-04-01,12,3643
1014649,2505,2014-04-01,11,286
1014650,2305,2014-04-01,11,27790
1014651,2301,2014-04-01,16,5076
1014652,2602,2014-04-01,19,0
1014653,2307,2014-04-01,14,62622
1014654,2303,2014-04-01,17,9471
1014655,2305,2014-04-01,22,45565
1014656,2606,2014-04-01,12,0
1014657,2310,2014-04-01,12,37
1014658,2601,2014-04-01,20,1016
1014659,2502,2014-04-01,13,70815
1014660,2606,2014-04-01,11,0
1014661,2404,2014-04-01,17,0
1014662,2302,2014-04-01,11,0
1014663,2304,2014-04-01,15,440007
1014664,2404,2014-04-01,14,49956
1014665,2608,2014-04-01,13,163535
1014666,2404,2014-04-01,22,0
1014667,2309,2014-04-01,14,233393
1014668,2307,2014-04-01,15,30245
1014669,2408,2014-04-01,20,2504
1014670,2506,2014-04-01,21,52053
1014671,2606,2014-04-01,18,0
1014672,2301,2014-04-01,19,60
1014673,2505,2014-04-01,19,0
1014674,2608,2014-04-01,17,0
1014675,2310,2014-04-01,14,117220
1014676,2305,2014-04-01,12,2091
1014677,2303,2014-04-01,14,425961
1014678,2408,2014-04-01,13,20058
1014679,2309,2014-04-01,21,4067
1014680,2302,2014-04-01,18,0
1014681,2603,2014-04-01,20,290
1014682,2404,2014-04-01,20,0
1014683,2608,2014-04-01,20,952
1014684,2601,2014-04-01,15,125885
1014685,2502,2014-04-01,17,0
1014686,2304,2014-04-01,13,274397
1014687,2307,2014-04-01,11,0
1014688,2310,2014-04-01,21,392
1014689,2406,2014-04-01,22,482
1014690,2503,2014-04-01,11,0
1014691,2310,2014-04-01,15,60534
1014692,2403,2014-04-01,13,8199
1014693,2604,2014-04-01,21,32491
1014694,2408,2014-04-01,19,0
1014695,2307,2014-04-01,13,4801
1014696,2603,2014-04-01,13,6974
1014697,2603,2014-04-01,11,48
1014698,2601,2014-04-01,14,234205
1014699,2304,2014-04-01,19,314
1014700,2503,2014-04-01,14,584758
1014701,2504,2014-04-01,19,0
1014702,2504,2014-04-01,22,0
1014703,2303,2014-04-01,20,4564
1014704,2304,2014-04-01,16,12918
1014705,2604,2014-04-01,20,4078
1014706,2302,2014-04-01,16,0
1014707,2606,2014-04-01,22,0
1014708,2402,2014-04-01,17,3151
1014709,2503,2014-04-01,19,0
1014710,2608,2014-04-01,19,0
1014711,2402,2014-04-01,22,63527
1014712,2507,2014-04-01,11,9240
1014713,2301,2014-04-01,21,10734
1014714,2507,2014-04-01,20,12228
1014715,2402,2014-04-01,16,3899
1014716,2301,2014-04-01,14,715224
1014717,2310,2014-04-01,16,0
1014718,2507,2014-04-01,14,521719
1014719,2402,2014-04-01,14,1569013
1014720,2302,2014-04-01,13,8622
1014721,2602,2014-04-01,15,27764
1014722,2606,2014-04-01,20,23
1014723,2408,2014-04-01,16,0
1014724,2309,2014-04-01,13,64530
1014725,2304,2014-04-01,22,163232
1014726,2502,2014-04-01,20,0
1014727,2606,2014-04-01,21,16
1014728,2304,2014-04-01,21,125171
1014729,2307,2014-04-01,17,0
1014730,2507,2014-04-01,13,31947
1014731,2505,2014-04-01,14,125612
1014732,2402,2014-04-01,13,545256
1014733,2307,2014-04-01,20,169
1014734,2604,2014-04-01,22,36584
1014735,2606,2014-04-01,13,46
1014736,2310,2014-04-01,20,266
1014737,2305,2014-04-01,19,0
1014738,2506,2014-04-01,20,17162
1014739,2604,2014-04-01,18,248
1014740,2305,2014-04-01,13,193176
1014741,2604,2014-04-01,16,3015
1014742,2502,2014-04-01,14,75507
1014743,2505,2014-04-01,13,69219
1014744,2507,2014-04-01,16,731
1014745,2305,2014-04-01,14,800262
1014746,2503,2014-04-01,18,0
1014747,2603,2014-04-01,15,25892
1014748,2602,2014-04-01,21,0
1014749,2304,2014-04-01,12,3164
1014750,2406,2014-04-01,16,0
1014751,2502,2014-04-01,16,0
1014752,2310,2014-04-01,19,0
1014753,2307,2014-04-01,12,0
1014754,2504,2014-04-01,21,0
1014755,2310,2014-04-01,11,833
1014756,2309,2014-04-01,16,0
1014757,2307,2014-04-01,18,0
1014758,2506,2014-04-01,15,589586
1014759,2601,2014-04-01,16,0
1014760,2603,2014-04-01,12,1
1014761,2301,2014-04-01,18,0
1014762,2406,2014-04-01,19,0
1014763,2601,2014-04-01,17,0
1014764,2504,2014-04-01,15,917410
1014765,2606,2014-04-01,14,2616
1014766,2403,2014-04-01,14,109509
1014767,2303,2014-04-01,19,221
1014768,2302,2014-04-01,15,111625
1014769,2602,2014-04-01,17,0
1014770,2503,2014-04-01,13,370502
1014771,2403,2014-04-01,11,871
1014772,2608,2014-04-01,16,0
1014773,2602,2014-04-01,14,57156
1014774,2310,2014-04-01,13,23153
1014775,2505,2014-04-01,18,0
1014776,2305,2014-04-01,15,387879
1014777,2309,2014-04-01,18,0
1014778,2506,2014-04-01,13,284624
1014779,2505,2014-04-01,12,15
1014780,2302,2014-04-01,22,5831
1014781,2602,2014-04-01,16,0
1014782,2303,2014-04-01,13,75706
1014783,2304,2014-04-01,11,93128
1014784,2309,2014-04-01,11,0
1014785,2307,2014-04-01,21,3862
1014786,2403,2014-04-01,20,605
1014787,2307,2014-04-01,16,0
1014788,2404,2014-04-01,13,5855
1014789,2505,2014-04-01,22,4308
1014790,2504,2014-04-01,12,4982
1014791,2408,2014-04-01,17,0
1014792,2606,2014-04-01,19,0
1014793,2406,2014-04-01,13,24371
1014794,2504,2014-04-01,14,1607439
1014795,2504,2014-04-01,17,0
1014796,2402,2014-04-01,11,24254
1014797,2503,2014-04-01,16,0
1014798,2603,2014-04-01,18,0
1014799,2506,2014-04-01,11,15964
1014800,2303,2014-04-01,11,3213
1014801,2408,2014-04-01,22,7318
1014802,2404,2014-04-01,19,0
1014803,2303,2014-04-01,21,7618
1014804,2406,2014-04-01,20,73
1014805,2602,2014-04-01,20,0
1014806,2408,2014-04-01,21,4815
1014807,2602,2014-04-01,12,44
1014808,2608,2014-04-01,18,0
1014809,2304,2014-04-01,18,0
1014810,2503,2014-04-01,20,0
1014811,2403,2014-04-01,18,0
1014812,2406,2014-04-01,14,48706
1014813,2608,2014-04-01,22,2713
1014814,2603,2014-04-01,16,0
1014815,2402,2014-04-01,20,27536
1014816,2502,2014-04-01,19,0
1014817,2305,2014-04-01,17,0
1014818,2302,2014-04-01,14,236721
1014819,2404,2014-04-01,12,0
1014820,2303,2014-04-01,22,11476
1014821,2608,2014-04-01,21,1441
1014822,2505,2014-04-01,15,62887
1014823,2602,2014-04-01,22,0
1014824,2403,2014-04-01,22,945
1014825,2303,2014-04-01,12,121
1014826,2301,2014-04-01,13,195475
1014827,2402,2014-04-01,19,105
1014828,2604,2014-04-01,14,582118
1014829,2503,2014-04-01,12,0
1014830,2608,2014-04-01,12,0
1014831,2305,2014-04-01,21,31289
1014832,2502,2014-04-01,21,0
1014833,2504,2014-04-01,16,0
1014834,2606,2014-04-01,16,0
1014835,2507,2014-04-01,22,27461
1014836,2402,2014-04-01,12,1631
1014837,2408,2014-04-01,12,20
1014838,2604,2014-04-01,11,14605
1014839,2309,2014-04-01,22,4466
1014840,2301,2014-04-01,22,18363
1014841,2603,2014-04-01,17,0
1014842,2504,2014-04-01,11,38456
1014843,2602,2014-04-01,18,0
1014844,2406,2014-04-01,11,1549
1014845,2507,2014-04-01,12,231
1014846,2503,2014-04-01,21,0
1014847,2608,2014-03-01,19,0
1014848,2606,2014-03-01,13,141
1014849,2504,2014-03-01,19,0
1014850,2309,2014-03-01,15,105160
1014851,2408,2014-03-01,16,0
1014852,2309,2014-03-01,19,0
1014853,2404,2014-03-01,17,0
1014854,2307,2014-03-01,16,0
1014855,2608,2014-03-01,20,1043
1014856,2305,2014-03-01,13,187613
1014857,2604,2014-03-01,19,71
1014858,2307,2014-03-01,17,0
1014859,2503,2014-03-01,22,0
1014860,2601,2014-03-01,21,1479
1014861,2608,2014-03-01,13,224569
1014862,2505,2014-03-01,21,2819
1014863,2309,2014-03-01,13,109470
1014864,2502,2014-03-01,14,79554
1014865,2504,2014-03-01,18,0
1014866,2505,2014-03-01,17,0
1014867,2601,2014-03-01,19,0
1014868,2302,2014-03-01,20,924
1014869,2602,2014-03-01,13,3780
1014870,2507,2014-03-01,19,23
1014871,2608,2014-03-01,21,2201
1014872,2505,2014-03-01,19,0
1014873,2304,2014-03-01,14,839889
1014874,2302,2014-03-01,17,0
1014875,2310,2014-03-01,16,0
1014876,2304,2014-03-01,21,126013
1014877,2310,2014-03-01,14,120499
1014878,2505,2014-03-01,11,727
1014879,2504,2014-03-01,15,948140
1014880,2606,2014-03-01,12,0
1014881,2304,2014-03-01,15,434105
1014882,2506,2014-03-01,13,277878
1014883,2402,2014-03-01,15,977820
1014884,2303,2014-03-01,15,199923
1014885,2303,2014-03-01,16,11428
